id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,laba_negatif,omset_bin_temp,total_tenaga_kerja,usia_usaha,profit_margin,roa,asset_turnover
28828976.0,UD. Ulfa Pramudita,Kesehatan,30,26,7643736.0,27266812.0,Bukalapak,803,Belum Terdaftar,2007,19623076.0,168000000.0,803,0,Sedang,56,18,0.7196688516549404,2.567209730005101,3.5672095991790402
28828977.0,UD. Najwa Jayengpati,Jasa,0,84,7421424.0,7967754.0,Website Sendiri,60,Belum Terdaftar,2003,546330.0,288000000.0,60,0,Rendah,84,22,0.068567620364833,0.07361524235574704,1.0736151076107352
28828978.0,UD. Inten Ayodya,Perdagangan,55,32,3960215.0,1589665.0,Shopee,616,Terdaftar,2006,-2370550.0,261000000.0,616,1,Rendah,87,19,-1.4912252007654438,-0.5985910869508128,0.401408660537708
28828979.0,UD. Ilham Selaras,Kesehatan,18,96,9411305.0,19619207.0,Bukalapak,472,Belum Terdaftar,2012,10207902.0,342000000.0,472,0,Sedang,114,13,0.5203014311281067,1.0846424502614196,2.084642344006241
28828980.0,UD. Elok Atma,Kesehatan,69,45,1765230.0,36509006.0,Tokopedia,405,Belum Terdaftar,2006,34743776.0,342000000.0,405,0,Tinggi,114,19,0.9516494381783651,19.68228294200589,20.682282375507796
28828981.0,UD. Yuli Wirawati,Jasa,27,36,4938518.0,1401699.0,Bukalapak,767,Terdaftar,2023,-3536819.0,189000000.0,767,1,Rendah,63,2,-2.523235357066419,-0.7161699691749692,0.283829828335175
28828982.0,UD. Dani Karya Qisya,Pendidikan,21,68,5134267.0,36150134.0,Bukalapak,739,Belum Terdaftar,2024,31015867.0,267000000.0,739,0,Tinggi,89,1,0.8579737530717382,6.040952088983278,7.040951894213547
28828983.0,UD. Fitri Kusumajati,Jasa,27,14,3275028.0,38818020.0,Lazada,952,Belum Terdaftar,2013,35542992.0,123000000.0,952,0,Tinggi,41,12,0.9156312219007764,10.852725884259346,11.852725578918538
28828984.0,UD. Kirana Alam,Pendidikan,79,93,5052082.0,38599190.0,Shopee,314,Terdaftar,2021,33547108.0,516000000.0,314,0,Tinggi,172,4,0.869114277550532,6.640252743274408,7.64025254533625
28828985.0,UD. Mega Manik,Kesehatan,32,66,5318687.0,15713663.0,Shopee,340,Terdaftar,2016,10394976.0,294000000.0,340,0,Rendah,98,9,0.661524645047775,1.954424850639857,2.9544246626235644
28828986.0,UD. Zainab Asmaralaya,Kesehatan,44,27,2348165.0,49320422.0,Bukalapak,378,Belum Terdaftar,2017,46972257.0,213000000.0,378,0,Tinggi,71,8,0.9523895810869262,20.003805948983164,21.003805523118892
28828987.0,UD. Elsa Sangga Fauzan,Kesehatan,47,62,2530935.0,35451673.0,Tokopedia,735,Belum Terdaftar,2016,32920738.0,327000000.0,735,0,Tinggi,109,9,0.9286088436895815,13.00733720647223,14.007336811361489
28828988.0,UD. Qira Sukadarma,Pendidikan,62,93,8194760.0,35474698.0,Bukalapak,485,Belum Terdaftar,2016,27279938.0,465000000.0,485,0,Tinggi,155,9,0.7689970251756048,3.3289485806846595,4.328948458655475
28828989.0,UD. Syifa Wacana,Jasa,25,99,4872222.0,28483125.0,Tokopedia,287,Belum Terdaftar,2015,23610903.0,372000000.0,287,0,Sedang,124,10,0.8289435295830943,4.84602264715716,5.846022441912039
28828990.0,UD. Zainab Sulaksana,Pendidikan,86,2,9168745.0,21172799.0,Lazada,862,Terdaftar,2005,12004054.0,264000000.0,862,0,Sedang,88,20,0.5669563779944079,1.3092361812618651,2.309236072195696
28828991.0,UD. Xenia Pancasila,Kesehatan,0,51,4469539.0,25589447.0,Shopee,885,Terdaftar,2010,21119908.0,153000000.0,885,0,Sedang,51,15,0.8253365996796804,4.725297905377287,5.725297681640616
28828992.0,UD. Silvi Tirta,Kesehatan,61,43,6921901.0,8439144.0,Shopee,959,Belum Terdaftar,2000,1517243.0,312000000.0,959,0,Rendah,104,25,0.17978634091486756,0.21919452196809489,1.2191943774991325
28828993.0,UD. Ilham Dewangga,Pendidikan,92,59,7025886.0,10571436.0,Shopee,851,Belum Terdaftar,2005,3545550.0,453000000.0,851,0,Rendah,151,20,0.33538959745964525,0.5046409086852663,1.504640766354483
28828994.0,UD. Rafi Kayastha,Pendidikan,71,57,3921204.0,4290057.0,Shopee,830,Belum Terdaftar,2021,368853.0,384000000.0,830,0,Rendah,128,4,0.08597855786565123,0.09406623729185289,1.0940659822682057
28828995.0,UD. Bagir Adyatma,Perdagangan,2,94,1561695.0,37876842.0,Lazada,303,Terdaftar,2007,36315147.0,288000000.0,303,0,Tinggi,96,18,0.9587691086081277,23.253659483023586,24.253658842694097
28828996.0,UD. Hendra Mandala Hendra,Perdagangan,76,13,7199877.0,20720612.0,Bukalapak,546,Terdaftar,2011,13520735.0,267000000.0,546,0,Sedang,89,14,0.6525258205440158,1.8779116812812662,2.8779115423900237
28828997.0,UD. Vera Bima,Perdagangan,83,5,5182647.0,17772536.0,Shopee,262,Terdaftar,2002,12589889.0,264000000.0,262,0,Sedang,88,23,0.7083900852196847,2.429238682619387,3.42923848966783
28828998.0,UD. Fajar Nirwasita,Kesehatan,4,18,5687081.0,24136771.0,Website Sendiri,112,Terdaftar,2021,18449690.0,66000000.0,112,0,Sedang,22,4,0.7643810033918371,3.2441399649240155,4.244139789086916
28828999.0,UD. Diva Cempaka,Kesehatan,44,61,1083266.0,46652921.0,Tokopedia,919,Terdaftar,2009,45569655.0,315000000.0,919,0,Tinggi,105,16,0.9767802968482875,42.066872710052095,43.06687178691865
28829000.0,UD. Alya Kusumah,Perdagangan,11,4,6414064.0,35074148.0,Tokopedia,761,Terdaftar,2024,28660084.0,45000000.0,761,0,Tinggi,15,1,0.8171284212768783,4.468318297366802,5.4683181414594335
28829001.0,UD. Karla Kencana,Jasa,47,48,8241471.0,4619975.0,Shopee,556,Belum Terdaftar,2009,-3621496.0,285000000.0,556,0,Rendah,95,16,-0.7838776651653602,-0.4394234428024508,0.5605764358600017
28829002.0,UD. Livia Wijaksana,Jasa,80,50,5618184.0,49386525.0,Tokopedia,594,Terdaftar,2007,43768341.0,390000000.0,594,0,Tinggi,130,18,0.886240530463714,7.790476995684549,8.790476817691122
28829003.0,UD. Gilang Kamajaya,Jasa,13,25,1392081.0,11769998.0,Tokopedia,175,Belum Terdaftar,2005,10377917.0,114000000.0,175,0,Rendah,38,20,0.8817262431373188,7.454960986493612,8.454960268145124
28829004.0,UD. Gisel Satria,Perdagangan,52,55,3782978.0,7471552.0,Lazada,455,Terdaftar,2003,3688574.0,321000000.0,455,0,Rendah,107,22,0.4936823709876648,0.9750447993499303,1.9750445350079924
28829005.0,UD. Ucup Pamungkas,Kesehatan,89,17,7617109.0,7872306.0,Tokopedia,622,Terdaftar,2008,255197.0,318000000.0,622,0,Rendah,106,17,0.03241705385727462,0.03350312651386156,1.0335029952304746
28829006.0,UD. Juli Putri,Kesehatan,93,44,8412559.0,24019971.0,Lazada,525,Terdaftar,2014,15607412.0,411000000.0,525,0,Sedang,137,11,0.6497681179645005,1.8552511958309956,2.8552510769611152
28829007.0,UD. Yumna Nirwana,Kesehatan,44,99,3623910.0,24611896.0,Tokopedia,856,Terdaftar,2015,20987986.0,429000000.0,856,0,Sedang,143,10,0.8527577536993592,5.79152909660309,6.791528820658123
28829008.0,UD. Bulan Pramudita,Pendidikan,31,94,8232051.0,38668523.0,Lazada,422,Terdaftar,2022,30436472.0,375000000.0,422,0,Tinggi,125,3,0.7871123293974189,3.6973128935531507,4.697312772076756
28829009.0,UD. Ovan Pancasila,Jasa,29,81,4526962.0,40328494.0,Tokopedia,723,Terdaftar,2001,35801532.0,330000000.0,723,0,Tinggi,110,24,0.8877477823062825,7.908509965731993,8.908509744833346
28829010.0,UD. Rendi Hilir Aldo,Kesehatan,11,8,7197627.0,35495552.0,Website Sendiri,810,Belum Terdaftar,2003,28297925.0,57000000.0,810,0,Tinggi,19,22,0.797224514293382,3.9315625925652173,4.931562453630558
28829011.0,UD. Koko Saputra Fauzan,Jasa,99,89,5348226.0,15360701.0,Bukalapak,144,Terdaftar,2001,10012475.0,564000000.0,144,0,Rendah,188,24,0.6518240507497639,1.87211107531524,2.8721108883373874
28829012.0,UD. Lina Suci,Jasa,82,1,3203100.0,42774617.0,Lazada,766,Belum Terdaftar,2007,39571517.0,249000000.0,766,0,Tinggi,83,18,0.9251167830417563,12.354127141167263,13.354126828969802
28829013.0,UD. Olivia Abdi Leni,Perdagangan,43,95,8184474.0,20627423.0,Website Sendiri,602,Terdaftar,2023,12442949.0,414000000.0,602,0,Sedang,138,2,0.6032236017449392,1.5203111989467863,2.52031107676424
28829014.0,UD. Bulan Prajurit,Perdagangan,0,41,716207.0,16477735.0,Bukalapak,781,Terdaftar,2010,15761528.0,195000000.0,781,0,Rendah,41,15,0.956534805509689,22.006914192525077,23.006912796282645
28829015.0,UD. Cinta Sanjaya,Pendidikan,96,69,1532260.0,12287804.0,Bukalapak,467,Terdaftar,2022,10755544.0,495000000.0,467,0,Rendah,165,3,0.8753023017536492,7.019394215476345,8.019393562846016
28829016.0,UD. Berlian Cinta,Perdagangan,41,83,6237365.0,30769089.0,Website Sendiri,202,Belum Terdaftar,2005,24531724.0,372000000.0,202,0,Sedang,124,20,0.7972846775774,3.9330262165151124,4.933026056191027
28829017.0,UD. Pasha Widuri,Pendidikan,20,71,7820668.0,4693327.0,Shopee,371,Belum Terdaftar,2009,-3127341.0,273000000.0,371,0,Rendah,91,16,-0.6663376179972932,-0.3998815190874336,0.6001183530462675
28829018.0,UD. Pandu Cerah,Jasa,60,67,2994009.0,43284251.0,Shopee,349,Belum Terdaftar,2022,40290242.0,381000000.0,349,0,Tinggi,127,3,0.9308291154020636,13.456949709586809,14.456949375586587
28829019.0,UD. Zulfa Anggrek,Jasa,65,88,7572230.0,11941021.0,Lazada,464,Terdaftar,2003,4368791.0,459000000.0,464,0,Rendah,153,22,0.36586407763087614,0.5769489863687466,1.576948854307271
28829020.0,UD. Nadia Resaputra,Pendidikan,20,30,6945862.0,26072115.0,Shopee,786,Terdaftar,2002,19126253.0,150000000.0,786,0,Sedang,50,23,0.7335903614420862,2.753617944955148,3.753617800984557
28829021.0,UD. Tono Baswara,Kesehatan,25,18,9172005.0,7182203.0,Lazada,553,Belum Terdaftar,2011,-1989802.0,129000000.0,553,1,Rendah,43,14,-0.277046154634427,-0.2169429457416404,0.783056945230956
28829022.0,UD. Umar Sukadarma,Pendidikan,31,70,4001063.0,35971870.0,Website Sendiri,293,Belum Terdaftar,2000,31970807.0,303000000.0,293,0,Tinggi,101,25,0.8887724244313008,7.9905762567157135,8.990576006782195
28829023.0,UD. Baim Siang,Perdagangan,90,46,1081701.0,42185217.0,Shopee,229,Belum Terdaftar,2013,41103516.0,408000000.0,229,0,Tinggi,136,12,0.9743582692875974,37.9989276159238,38.99892669145476
28829024.0,UD. Via Wangi,Pendidikan,16,36,9832061.0,32839708.0,Shopee,71,Belum Terdaftar,2010,23007647.0,156000000.0,71,0,Sedang,52,15,0.7006044724695947,2.340063254279723,3.3400631525716578
28829025.0,UD. Carissa Artha,Kesehatan,3,93,8698204.0,13178761.0,Tokopedia,11,Terdaftar,2007,4480557.0,288000000.0,11,0,Rendah,96,18,0.3399831486447665,0.5151128307507123,1.5151127157844635
28829026.0,UD. Vina Trisudira,Pendidikan,38,90,2813469.0,13711825.0,Tokopedia,645,Belum Terdaftar,2012,10898356.0,384000000.0,645,0,Rendah,128,13,0.7948143449311565,3.8736350485343722,4.873634693101401
28829027.0,UD. Ujang Selaras,Perdagangan,14,80,8567933.0,39509626.0,Bukalapak,909,Terdaftar,2001,30941693.0,282000000.0,909,0,Tinggi,94,24,0.7831431311664876,3.6113365252346714,4.611336408520421
28829028.0,UD. Heri Gatra Alya,Pendidikan,32,95,6516905.0,16026334.0,Tokopedia,262,Belum Terdaftar,2005,9509429.0,381000000.0,262,0,Rendah,127,20,0.5933626746227382,1.459193826027259,2.4591936725802093
28829029.0,UD. Ismail Brata,Jasa,60,18,8137295.0,14517443.0,Website Sendiri,602,Belum Terdaftar,2023,6380148.0,234000000.0,602,0,Rendah,78,2,0.43948149550292737,0.78406242073534,1.7840622978443945
28829030.0,UD. Uci Sundawa,Perdagangan,13,88,4677217.0,28029759.0,Lazada,335,Belum Terdaftar,2013,23352542.0,303000000.0,335,0,Sedang,101,12,0.833133854874248,4.99282736019574,5.992827146393433
28829031.0,UD. Rafi Kencana,Kesehatan,89,92,6572173.0,19688922.0,Lazada,529,Terdaftar,2003,13116749.0,543000000.0,529,0,Sedang,181,22,0.6661994157831792,1.9958006285287029,2.99580047637205
28829032.0,UD. Rafif Permai,Perdagangan,46,24,6433674.0,7962555.0,Tokopedia,951,Terdaftar,2001,1528881.0,210000000.0,951,0,Rendah,70,24,0.1920088222927412,0.23763727574053709,1.2376371203083774
28829033.0,UD. Daffa Arya,Kesehatan,1,52,8926871.0,15796478.0,Tokopedia,149,Belum Terdaftar,2002,6869607.0,159000000.0,149,0,Rendah,53,23,0.4348821658294864,0.7695424556328353,1.7695423436115136
28829034.0,UD. Cici Wacana,Perdagangan,83,95,5234264.0,1679275.0,Lazada,648,Belum Terdaftar,2022,-3554989.0,534000000.0,648,1,Rendah,178,3,-2.116977197315986,-0.6791763504522602,0.3208234584989488
28829035.0,UD. Rahmat Sangga,Jasa,89,74,4509538.0,34698014.0,Bukalapak,924,Belum Terdaftar,2019,30188476.0,296371183.91660464,924,0,Tinggi,163,6,0.8700346691302082,6.694359667362894,7.694359445610738
28829036.0,UD. Cici Mahendra,Kesehatan,65,3,7627321.0,49034322.0,Shopee,900,Belum Terdaftar,2017,41407001.0,204000000.0,900,0,Tinggi,68,8,0.8444493258324378,5.42877316573235,6.428773034624735
28829037.0,UD. Viona Manik Tomi,Kesehatan,47,45,8539102.0,15792614.0,Bukalapak,230,Terdaftar,2006,7253512.0,276000000.0,230,0,Rendah,92,19,0.4592977160527246,0.8494465987820969,1.8494464816737777
28829038.0,UD. Nisa Nirbayu,Jasa,63,30,3163061.0,12219265.0,Website Sendiri,745,Belum Terdaftar,2003,9056204.0,279000000.0,745,0,Rendah,93,22,0.7411414073480355,2.863113021496259,3.8631127053469076
28829039.0,UD. Bella Gandewa,Pendidikan,65,35,3128202.0,32338317.0,Website Sendiri,165,Belum Terdaftar,2014,29210115.0,300000000.0,165,0,Sedang,100,11,0.9032663665438629,9.33766606578921,10.33766574611686
28829040.0,UD. Pasha Ceria,Pendidikan,47,3,2571459.0,10359203.0,Shopee,654,Terdaftar,2022,7787744.0,150000000.0,654,0,Rendah,50,3,0.7517705028301402,3.028530095743274,4.028529706859138
28829041.0,UD. Zidan Trisakti,Jasa,80,1,4244386.0,6157738.0,Shopee,180,Terdaftar,2011,1913352.0,243000000.0,180,0,Rendah,81,14,0.31072314042540616,0.45079583930494554,1.4507956036996625
28829042.0,UD. Qomar Wijapranata,Kesehatan,17,38,3835131.0,39477101.0,Bukalapak,378,Terdaftar,2007,35641970.0,165000000.0,378,0,Tinggi,55,18,0.9028517341521168,9.293544524673466,10.293544263926249
28829043.0,UD. Rahmat Reswara,Pendidikan,50,96,8984697.0,15112987.0,Lazada,21,Belum Terdaftar,2021,6128290.0,438000000.0,21,0,Rendah,146,4,0.4054982376747735,0.6820808000446982,1.6820806887443518
28829044.0,UD. Pardi Taruna,Jasa,3,43,1285127.0,41177602.0,Shopee,846,Terdaftar,2007,39892475.0,138000000.0,846,0,Tinggi,46,18,0.9687906068743244,31.041635541362417,32.04163476322981
28829045.0,UD. Zulfa Galang,Jasa,80,90,8118505.0,24809783.0,Bukalapak,810,Terdaftar,2006,16691278.0,510000000.0,810,0,Sedang,170,19,0.6727699846157468,2.0559543837252816,3.055954260549909
28829046.0,UD. Miko Panji,Jasa,32,89,7234187.0,32667887.0,Bukalapak,958,Belum Terdaftar,2017,25433700.0,363000000.0,958,0,Sedang,121,8,0.7785535446919617,3.515764312456353,4.515764174223838
28829047.0,UD. Chintya Jatinagara,Kesehatan,22,18,4406777.0,21728824.0,Lazada,40,Belum Terdaftar,2017,17322047.0,120000000.0,40,0,Sedang,40,8,0.7971920709012107,3.930773685445466,4.930773458522304
28829048.0,UD. Celsi Jaladara,Kesehatan,52,40,5091207.0,25854716.0,Bukalapak,674,Terdaftar,2005,20763509.0,276000000.0,674,0,Sedang,92,20,0.8030839788345004,4.07830695583445,5.078306759417411
28829049.0,UD. Tegar Gatra,Perdagangan,12,96,5692646.0,28271618.0,Website Sendiri,400,Belum Terdaftar,2024,22578972.0,324000000.0,400,0,Sedang,108,1,0.7986444639056575,3.966339736154376,4.966339560489171
28829050.0,UD. Wito Lingga,Jasa,70,37,4026539.0,3045103.0,Lazada,930,Belum Terdaftar,2015,-981436.0,321000000.0,930,1,Rendah,107,10,-0.32229966529878784,-0.24374177333392938,0.7562579783138873
28829051.0,UD. Halim Sumirat,Pendidikan,57,73,712821.0,41411101.0,Tokopedia,166,Belum Terdaftar,2014,40698280.0,390000000.0,166,0,Tinggi,130,11,0.9827866932881911,57.09459023430814,58.09458883143337
28829052.0,UD. Nadia Sulaksana Tama,Kesehatan,62,64,2283050.0,46913169.0,Bukalapak,212,Belum Terdaftar,2005,44630119.0,378000000.0,212,0,Tinggi,126,20,0.9513345399596744,19.54845467753458,20.548454239524215
28829053.0,UD. Joko Adikara Pandu,Kesehatan,64,34,9903268.0,6662471.0,Shopee,286,Terdaftar,2012,-3240797.0,294000000.0,286,1,Rendah,98,13,-0.4864256089931785,-0.32724517530524516,0.6727547237179966
28829054.0,UD. Laila Asih,Jasa,41,10,9508710.0,8664457.0,Shopee,65,Belum Terdaftar,2008,-844253.0,153000000.0,65,1,Rendah,51,17,-0.09743863955483424,-0.08878732353943662,0.9112125712938378
28829055.0,UD. Sella Kusen,Kesehatan,94,58,1000881.0,38834453.0,Lazada,544,Belum Terdaftar,2011,37833572.0,456000000.0,544,0,Tinggi,152,14,0.9742269583602231,37.80023219520383,38.80023119608505
28829056.0,UD. Yoga Prajurit,Kesehatan,99,77,7100501.0,44613951.0,Shopee,783,Belum Terdaftar,2015,37513450.0,528000000.0,783,0,Tinggi,176,10,0.840845706742142,5.283210961703834,6.283210820868722
28829057.0,UD. Ujang Jagadmaya,Perdagangan,88,69,3479208.0,13598830.0,Shopee,751,Terdaftar,2006,10119622.0,471000000.0,751,0,Rendah,157,19,0.7441538173391522,2.9085984774125384,3.9085981899908857
28829058.0,UD. Haidar Atma,Jasa,39,42,1472614.0,46937687.0,Tokopedia,736,Terdaftar,2007,45465073.0,243000000.0,736,0,Tinggi,81,18,0.9686261709353899,30.873699507338987,31.873698828274872
28829059.0,UD. Wahyu Widuri,Pendidikan,93,88,9501963.0,37642138.0,Shopee,83,Terdaftar,2018,28140175.0,543000000.0,83,0,Tinggi,181,7,0.747571093130494,2.961511430689487,3.9615113254480865
28829060.0,UD. Laila Widjaja,Jasa,20,86,9010600.0,42993661.0,Lazada,645,Belum Terdaftar,2019,33983061.0,318000000.0,645,0,Tinggi,106,6,0.7904202484542954,3.7714533137134802,4.771453202733092
28829061.0,UD. Dewi Pancasila,Perdagangan,82,0,5899211.0,45324281.0,Lazada,940,Terdaftar,2000,39425070.0,258000000.0,940,0,Tinggi,82,25,0.8698443364199349,6.683107845590224,7.683107676076059
28829062.0,UD. Viona Bangun,Jasa,79,25,6343605.0,47113185.0,Website Sendiri,398,Belum Terdaftar,2010,40769580.0,312000000.0,398,0,Tinggi,104,15,0.8653539159928603,6.426877709618157,7.426877551979111
28829063.0,UD. Harun Kelana,Kesehatan,32,81,1648852.0,11101210.0,Bukalapak,261,Terdaftar,2008,9452358.0,339000000.0,261,0,Rendah,113,17,0.8514708890768764,5.732686904169141,6.7326862976869375
28829064.0,UD. Wulan Setia,Perdagangan,69,31,2744541.0,23351916.0,Bukalapak,327,Belum Terdaftar,2012,20607375.0,300000000.0,327,0,Sedang,100,13,0.8824703770572668,7.508493220362451,8.508492856002933
28829065.0,UD. Elyas Atma,Jasa,41,46,2505425.0,18770652.0,Bukalapak,603,Terdaftar,2002,16265227.0,261000000.0,603,0,Sedang,87,23,0.8665243025908582,6.492000561980278,7.492000162846558
28829066.0,UD. Sella Kelana,Kesehatan,36,55,7969634.0,34762204.0,Lazada,862,Terdaftar,2016,26792570.0,273000000.0,862,0,Tinggi,91,9,0.7707385075256302,3.361831501693616,4.361831376217355
28829067.0,UD. Tiara Saprahan,Pendidikan,71,84,7842718.0,28907566.0,Shopee,856,Terdaftar,2008,21064848.0,465000000.0,856,0,Sedang,155,17,0.728696676548393,2.6859113529376737,3.6859112254308743
28829068.0,UD. Salwa Asri,Jasa,0,89,5636007.0,37963518.0,Bukalapak,725,Terdaftar,2024,32327511.0,267000000.0,725,0,Tinggi,89,1,0.8515414759100705,5.735888061195087,6.735887883764537
28829069.0,UD. Elok Mahendra,Jasa,76,49,3661063.0,24627761.0,Shopee,561,Belum Terdaftar,2017,20966698.0,375000000.0,561,0,Sedang,125,8,0.8513440238702973,5.726941129682518,6.7269408565378805
28829070.0,UD. Galang Hilir,Perdagangan,25,98,3392044.0,9072751.0,Shopee,262,Terdaftar,2015,5680707.0,369000000.0,262,0,Rendah,123,10,0.6261283235781161,1.674714515874642,2.6747142210672323
28829071.0,UD. Mika Hilir,Jasa,79,73,1354346.0,15230923.0,Website Sendiri,647,Belum Terdaftar,2006,13876577.0,456000000.0,647,0,Rendah,152,19,0.9110791308524683,10.245953954193423,11.245953215830212
28829072.0,UD. Zaki Darma Satria,Pendidikan,38,57,7754124.0,28471309.0,Bukalapak,208,Belum Terdaftar,2017,20717185.0,285000000.0,208,0,Sedang,95,8,0.7276512742125318,2.6717630938371513,3.671762964873535
28829073.0,UD. Vera Hastinapura,Kesehatan,46,27,2438154.0,39441902.0,Lazada,485,Belum Terdaftar,2014,37003748.0,219000000.0,485,0,Tinggi,73,11,0.938183636829085,15.176946502580845,16.176946092434648
28829074.0,UD. Lintang Permai,Jasa,55,94,7779757.0,15447809.0,Lazada,646,Terdaftar,2004,7668052.0,296371183.91660464,646,0,Rendah,149,21,0.4963844065922613,0.9856414556853825,1.98564132714668
28829075.0,UD. Chiko Abadi,Pendidikan,57,78,5565773.0,21330532.0,Website Sendiri,656,Belum Terdaftar,2001,15764759.0,405000000.0,656,0,Sedang,135,24,0.7390700926226269,2.8324468438711308,3.832446664201601
28829076.0,UD. Satria Raharja,Kesehatan,27,54,7504402.0,10707258.0,Bukalapak,411,Belum Terdaftar,2006,3202856.0,243000000.0,411,0,Rendah,81,19,0.2991294037064014,0.42679690842829204,1.4267967751731883
28829077.0,UD. Hilmiyah Karya Iqbal,Pendidikan,56,57,1193998.0,48011884.0,Shopee,825,Belum Terdaftar,2014,46817886.0,339000000.0,825,0,Tinggi,113,11,0.9751311784571675,39.21099263902231,40.21099180150067
28829078.0,UD. Gita Wisnu,Perdagangan,86,39,9352631.0,39665233.0,Bukalapak,733,Terdaftar,2017,30312602.0,375000000.0,733,0,Tinggi,125,8,0.7642108451950643,3.241077164160848,4.241077057239075
28829079.0,UD. Rendi Yudhistira,Perdagangan,70,57,7998127.0,1724478.0,Lazada,483,Terdaftar,2005,-6273649.0,381000000.0,483,1,Rendah,127,20,-3.6379967514826217,-0.7843896721832909,0.21561020278745227
28829080.0,UD. Fani Puri,Kesehatan,87,71,3470140.0,21610572.0,Lazada,107,Belum Terdaftar,2007,18140432.0,474000000.0,107,0,Sedang,158,18,0.8394239245761785,5.227577784303289,6.227577496130561
28829081.0,UD. Tasya Jatinagara Ucup,Jasa,71,45,8628530.0,41054088.0,Lazada,240,Belum Terdaftar,2011,32425558.0,348000000.0,240,0,Tinggi,116,14,0.7898252960868283,3.7579465148818496,4.757946398987267
28829082.0,UD. Olla Sentosa,Kesehatan,44,73,9214832.0,15657308.0,Shopee,238,Terdaftar,2020,6442476.0,351000000.0,238,0,Rendah,117,5,0.41146764108698375,0.6991419160824727,1.6991418075617866
28829083.0,UD. Nisa Mayang,Perdagangan,64,44,7213275.0,39611255.0,Lazada,727,Terdaftar,2002,32397980.0,324000000.0,727,0,Tinggi,108,23,0.8178983266776494,4.491437732314693,5.491437593681429
28829084.0,UD. Zidan Adiwarna,Jasa,3,9,555229.0,39624457.0,Bukalapak,344,Belum Terdaftar,2024,39069228.0,36000000.0,344,0,Tinggi,12,1,0.9859876947717493,70.36584478504403,71.36584298398861
28829085.0,UD. Tiara Manik,Kesehatan,60,81,6450639.0,28388947.0,Website Sendiri,89,Terdaftar,2024,21938308.0,423000000.0,89,0,Sedang,141,1,0.7727763635341471,3.4009506033509855,4.400950448327608
28829086.0,UD. Bambang Sahaja Utami,Perdagangan,60,47,8257392.0,39899612.0,Bukalapak,514,Terdaftar,2006,31642220.0,321000000.0,514,0,Tinggi,107,19,0.7930457871859559,3.831986681510738,4.831986560407141
28829087.0,UD. Olla Sangkala,Jasa,42,91,992102.0,44160296.0,Tokopedia,288,Terdaftar,2018,43168194.0,399000000.0,288,0,Tinggi,133,7,0.9775340505522415,43.51180673780847,44.51180572984862
28829088.0,UD. Rafi Ayodya,Perdagangan,18,61,1791223.0,18617084.0,Tokopedia,875,Terdaftar,2016,16825861.0,237000000.0,875,0,Sedang,79,9,0.9037860116124516,9.393499082191841,10.393498523914374
28829089.0,UD. Zidanar Sukma,Perdagangan,85,27,2227098.0,10000021.0,Shopee,477,Belum Terdaftar,2014,7772923.0,336000000.0,477,0,Rendah,112,11,0.7772905899607021,3.4901560280885584,4.490155579073943
28829090.0,UD. Karim Pagi,Jasa,99,19,4920079.0,14132405.0,Lazada,796,Terdaftar,2010,9212326.0,354000000.0,796,0,Rendah,118,15,0.6518582893811571,1.87239353831645,2.8723933350677227
28829091.0,UD. Wahyu Sukadarma Oki,Kesehatan,0,87,4813110.0,45370090.0,Lazada,147,Terdaftar,2002,40556980.0,261000000.0,147,0,Tinggi,87,23,0.893914451262617,8.426354596850146,9.426354389084315
28829092.0,UD. Kanza Widuri,Pendidikan,18,69,7609069.0,34780197.0,Shopee,187,Terdaftar,2005,27171128.0,261000000.0,187,0,Tinggi,87,20,0.7812240746875564,3.5708868495098613,4.570886718087756
28829093.0,UD. Yudi Hilir,Perdagangan,50,40,2918273.0,25797648.0,Bukalapak,811,Belum Terdaftar,2024,22879375.0,270000000.0,811,0,Sedang,90,1,0.8868782965455495,7.840036610681519,8.840036268013217
28829094.0,UD. Tiara Citra,Kesehatan,63,95,4637148.0,4034846.0,Tokopedia,113,Belum Terdaftar,2016,-602302.0,474000000.0,113,1,Rendah,158,9,-0.14927505305653474,-0.1298862727939085,0.8701135115563464
28829095.0,UD. Ziva Yudhistira,Pendidikan,62,5,4489123.0,27458312.0,Lazada,239,Terdaftar,2022,22969189.0,201000000.0,239,0,Sedang,67,3,0.8365112962329477,5.1166305497464535,6.116630326985844
28829096.0,UD. Pandu Saprahan,Kesehatan,28,10,5235617.0,13274201.0,Lazada,444,Terdaftar,2009,8038584.0,114000000.0,444,0,Rendah,38,16,0.6055794540417571,1.5353648795614958,2.535364688562076
28829097.0,UD. Pasha Citra,Jasa,18,29,7805564.0,22438015.0,Tokopedia,849,Belum Terdaftar,2024,14632451.0,141000000.0,849,0,Sedang,47,1,0.6521276658328437,1.87461778871869,2.8746176606049656
28829098.0,UD. Gerry Utama Amir,Perdagangan,42,2,8893401.0,14013489.0,Shopee,316,Belum Terdaftar,2002,5120088.0,132000000.0,316,0,Rendah,44,23,0.3653685127687678,0.5757175937846957,1.5757174813417858
